name,flag,program,imo,mmsi,source,risk_category
ANSHIP LLC,nan,Sanctions guerre Ukraine,5114569,,OpenSanctions,poi
CORVUS SHIP MANAGEMENT - FZCO,nan,Sanctions guerre Ukraine,0303879,,OpenSanctions,poi
JASPER MARITIME SERVICES TRDG,nan,Sanctions guerre Ukraine,0253951,,OpenSanctions,poi
IE BELOKUR OLGA FEDOROVNA,nan,Sanctions guerre Ukraine,0353059,,OpenSanctions,poi
HARBOUR WOLF SHIP MANAGEMENT - FZCO,nan,Sanctions guerre Ukraine,6507333,,OpenSanctions,poi
KYRAN MARITIME INC,nan,Sanctions guerre Ukraine,0389591,,OpenSanctions,poi
VEYRONDA SEABORNE LTD,nan,Sanctions guerre Ukraine,0390032,,OpenSanctions,poi
NEXARYN BLUEWATER LTD,nan,Sanctions guerre Ukraine,0389953,,OpenSanctions,poi
TALYRIN JETTY LTD,nan,Sanctions guerre Ukraine,0401832,,OpenSanctions,poi
DRANION PORT LTD,nan,Sanctions guerre Ukraine,0389865,,OpenSanctions,poi
PHORVANE QUAYS LTD,nan,Sanctions guerre Ukraine,0390151,,OpenSanctions,poi
FLOTPRO LLC,nan,Sanctions guerre Ukraine,6474081,,OpenSanctions,poi
TRIVOS BALLASTER LTD,nan,Sanctions guerre Ukraine,0401850,,OpenSanctions,poi
GU YU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0190391,,OpenSanctions,poi
NYSA MARITIME INC,nan,Sanctions guerre Ukraine,0202862,,OpenSanctions,poi
TRISTAR LOGISTIC LLC,nan,Sanctions guerre Ukraine,6264470,,OpenSanctions,poi
QUARTZ MARITIME SERVICES TRDG,nan,Sanctions guerre Ukraine,0254066,,OpenSanctions,poi
KARIKA MARINE INC,nan,Sanctions guerre Ukraine,6367788,,OpenSanctions,poi
ASTUTE MARITIME SERVICES PTE,nan,Sanctions guerre Ukraine,6266269,,OpenSanctions,poi
DONG TING HU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,6514180,,OpenSanctions,poi
WANHE SHIPPING LTD,nan,Sanctions guerre Ukraine,6459062,,OpenSanctions,poi
LANIKAI SHIPPING LTD,nan,Sanctions guerre Ukraine,6409627,,OpenSanctions,poi
IDAS LLC,nan,Sanctions guerre Ukraine,0400661,,OpenSanctions,poi
BAIGA MARITIME INC,nan,Sanctions guerre Ukraine,0335579,,OpenSanctions,poi
ZHENG ZHOU JIN BU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0107325,,OpenSanctions,poi
YAMAI MARITIME INC,nan,Sanctions guerre Ukraine,0262331,,OpenSanctions,poi
QIAN DAO HU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0065526,,OpenSanctions,poi
SANDA GODA LTD,nan,Sanctions guerre Ukraine,0116646,,OpenSanctions,poi
BIRCH (HONG KONG) CO LTD,nan,Sanctions guerre Ukraine,0124751,,OpenSanctions,poi
SAGITTARIUS MARITIME VENTURES,nan,Sanctions guerre Ukraine,6340902,,OpenSanctions,poi
DEVTA LTD,nan,Sanctions guerre Ukraine,0350394,,OpenSanctions,poi
SEAGULL SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0147590,,OpenSanctions,poi
TRU MARINE LTD,nan,Sanctions guerre Ukraine,0358094,,OpenSanctions,poi
TRACE MARINE SHIPPING SA,nan,Sanctions guerre Ukraine,0318496,,OpenSanctions,poi
WEST MARITIME SERVICES TRADING,nan,Sanctions guerre Ukraine,0035133,,OpenSanctions,poi
SVL MARITIME D LTD,nan,Sanctions guerre Ukraine,4189629,,OpenSanctions,poi
KAFKASYA SHIPPING LTD,nan,Sanctions guerre Ukraine,6460034,,OpenSanctions,poi
BRIGHT LEXY SHIPPING LTD,nan,Sanctions guerre Ukraine,0356623,,OpenSanctions,poi
HONG KONG JING HAI SHIPPING,nan,Sanctions guerre Ukraine,0345911,,OpenSanctions,poi
FLYING FOX LTD,nan,Sanctions guerre Ukraine,0267402,,OpenSanctions,poi
CENTAR SHIPPING LTD,nan,Sanctions guerre Ukraine,6410987,,OpenSanctions,poi
MTF-SERVICE LLC,nan,Sanctions guerre Ukraine,6417631,,OpenSanctions,poi
SKHP LOGISTICS LTD,nan,Sanctions guerre Ukraine,6508597,,OpenSanctions,poi
CROMA SHIPPING & LOGISTICS LTD,nan,Sanctions guerre Ukraine,0177585,,OpenSanctions,poi
BOLU GROUP LTD,nan,Sanctions guerre Ukraine,0059381,,OpenSanctions,poi
OCEANIC STEAMSHIPS LTD,nan,Sanctions guerre Ukraine,6205608,,OpenSanctions,poi
PT SAPPHIRE MARITIME,nan,Sanctions guerre Ukraine,5483630,,OpenSanctions,poi
XENA DMCC,nan,Sanctions guerre Ukraine,0260144,,OpenSanctions,poi
ORDO VOYAGE LTD,nan,Sanctions guerre Ukraine,0275212,,OpenSanctions,poi
PAN LONG JIANG SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0231435,,OpenSanctions,poi
ZEENAT MARITIME INC,nan,Sanctions guerre Ukraine,0256650,,OpenSanctions,poi
MARISYN FLUXHAVEN LLC,nan,Sanctions guerre Ukraine,0239223,,OpenSanctions,poi
PT NUSA BHAKTI JAYARAYA,nan,Sanctions guerre Ukraine,5794709,,OpenSanctions,poi
HAMILTON SHIPPING CO INC,nan,Sanctions guerre Ukraine,6337815,,OpenSanctions,poi
TUZLA TANKER ISLETMECILIGI AS,nan,Sanctions guerre Ukraine,4127522,,OpenSanctions,poi
USKO SHIPPING CO LTD,nan,Sanctions guerre Ukraine,6225693,,OpenSanctions,poi
GONG ZHU HU SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0137103,,OpenSanctions,poi
NAVY LINE SHIP MANAGEMENT PVT,nan,Sanctions guerre Ukraine,6428003,,OpenSanctions,poi
RUIHUA SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0222542,,OpenSanctions,poi
INFINITE BLUE MARITIME LTD,nan,Sanctions guerre Ukraine,6501379,,OpenSanctions,poi
SEARUN SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0176984,,OpenSanctions,poi
JINHUI SHIPPING LTD,nan,Sanctions guerre Ukraine,6513368,,OpenSanctions,poi
RENTOOR SHIPMANAGEMENT LTD,nan,Sanctions guerre Ukraine,0374908,,OpenSanctions,poi
NORTH VECTOR LLC,nan,Sanctions guerre Ukraine,0279833,,OpenSanctions,poi
IYEM ASYA NAKLIYAT VE TICARET,nan,Sanctions guerre Ukraine,5847649,,OpenSanctions,poi
LADOM SHIPPING LTD,nan,Sanctions guerre Ukraine,6263454,,OpenSanctions,poi
VOV DENIZCILIK VE TICARET LTD,nan,Sanctions guerre Ukraine,0307253,,OpenSanctions,poi
QENDIL MARINA LLC,nan,Sanctions guerre Ukraine,0286628,,OpenSanctions,poi
PLUME SHIPPING LTD,nan,Sanctions guerre Ukraine,0118611,,OpenSanctions,poi
MALISEA SHIPPING LTD,nan,Sanctions guerre Ukraine,6281288,,OpenSanctions,poi
BOGAZICI TAHILI BIB ITHALAT,nan,Sanctions guerre Ukraine,0178831,,OpenSanctions,poi
XUAN WU HU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0113859,,OpenSanctions,poi
LEVANTE SHIPPING BIB INC,nan,Sanctions guerre Ukraine,6336715,,OpenSanctions,poi
KUDMA SHIPMANAGEMENT LLC,nan,Sanctions guerre Ukraine,5635284,,OpenSanctions,poi
RI YUE SHAN SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0137240,,OpenSanctions,poi
BLUE TIDE MARINE INC,nan,Sanctions guerre Ukraine,0049968,,OpenSanctions,poi
CLYRION PIER LTD,nan,Sanctions guerre Ukraine,0390284,,OpenSanctions,poi
KUDMA 4 CARGO SHIP LTD,nan,Sanctions guerre Ukraine,5639313,,OpenSanctions,poi
WINKY INTERNATIONAL LTD,nan,Sanctions guerre Ukraine,0156584,,OpenSanctions,poi
ISKELE DENIZCILIK TICARET LTD,nan,Sanctions guerre Ukraine,5437998,,OpenSanctions,poi
TWINKLE DOREEN CO LTD,nan,Sanctions guerre Ukraine,0127844,,OpenSanctions,poi
ERCIYES SHIPPING CO,nan,Sanctions guerre Ukraine,6281393,,OpenSanctions,poi
GLOBAL CHARTER TRANSPORTATION,nan,Sanctions guerre Ukraine,6385501,,OpenSanctions,poi
TULIA MARITIME INC,nan,Sanctions guerre Ukraine,0256646,,OpenSanctions,poi
TRITON NAVIGATION CORP,nan,Sanctions guerre Ukraine,6353625,,OpenSanctions,poi
RIVER-SEA SHIPPING AGENCY,nan,Sanctions guerre Ukraine,5285932,,OpenSanctions,poi
MGA SHIPPING CO,nan,Sanctions guerre Ukraine,6379370,,OpenSanctions,poi
PETROTRANS LLC,nan,Sanctions guerre Ukraine,6133668,,OpenSanctions,poi
AYA ZANOUBYA ÐÑÑ SHIPPING CO,nan,Sanctions guerre Ukraine,6404229,,OpenSanctions,poi
RYAN SHIPPING LTD,nan,Sanctions guerre Ukraine,6428391,,OpenSanctions,poi
ARINA SHIPPING LTD,nan,Sanctions guerre Ukraine,0193007,,OpenSanctions,poi
CASTLETON SHIPPING INC,nan,Sanctions guerre Ukraine,0224946,,OpenSanctions,poi
WATERSITE FORTUNE LTD,nan,Sanctions guerre Ukraine,0284003,,OpenSanctions,poi
AGM EXPRESS CO,nan,Sanctions guerre Ukraine,6346994,,OpenSanctions,poi
PEMONT LTD,nan,Sanctions guerre Ukraine,6358728,,OpenSanctions,poi
CASPIRON STARHELM LLC,nan,Sanctions guerre Ukraine,0192471,,OpenSanctions,poi
LIBRA FRAME LTD,nan,Sanctions guerre Ukraine,0312571,,OpenSanctions,poi
RESURGENCE SHIP MANAGEMENT PVT,nan,Sanctions guerre Ukraine,6263397,,OpenSanctions,poi
TIGER SHIPPING LTD,nan,Sanctions guerre Ukraine,0014906,,OpenSanctions,poi
NAVIGAZIONE MONTANARI SPA,nan,Sanctions guerre Ukraine,1262585,,OpenSanctions,poi
IRIS STAR SHIP MANAGEMENT,nan,Sanctions guerre Ukraine,0301563,,OpenSanctions,poi
FLEETOR SHIP MANAGEMENT FZ-LLC,nan,Sanctions guerre Ukraine,0154296,,OpenSanctions,poi
SOLARIS LTD,nan,Sanctions guerre Ukraine,6444122,,OpenSanctions,poi
KOS SHIPS LTD,nan,Sanctions guerre Ukraine,0111645,,OpenSanctions,poi
SC VT-CARGO LLC,nan,Sanctions guerre Ukraine,0296054,,OpenSanctions,poi
BLADIOLUS CO LTD,nan,Sanctions guerre Ukraine,6362464,,OpenSanctions,poi
MAGNI ALEXA SHIPPING LTD,nan,Sanctions guerre Ukraine,6410991,,OpenSanctions,poi
LIGHTHOUSE MARITIME INVESTMENT SA,nan,Sanctions guerre Ukraine,6225101,,OpenSanctions,poi
HARBORGLOBAL MARINE LTD,nan,Sanctions guerre Ukraine,0284211,,OpenSanctions,poi
ROBIN ENTERPRISES SA,nan,Sanctions guerre Ukraine,5712865,,OpenSanctions,poi
SATA CHARTERING & SHIPPING CO,nan,Sanctions guerre Ukraine,6394460,,OpenSanctions,poi
SEACOMBER LTD,nan,Sanctions guerre Ukraine,4217141,,OpenSanctions,poi
FAB PETROL DOO,nan,Sanctions guerre Ukraine,6281827,,OpenSanctions,poi
KOSTER LLC,nan,Sanctions guerre Ukraine,6124214,,OpenSanctions,poi
THOMAROSE GLOBAL VENTURES LTD,nan,Sanctions guerre Ukraine,6209150,,OpenSanctions,poi
NORTH GLOBAL SHIPPING IMP/EXP,nan,Sanctions guerre Ukraine,6383068,,OpenSanctions,poi
BUREVESTMARIN LLC,nan,Sanctions guerre Ukraine,0301890,,OpenSanctions,poi
YORSAL LINKS LTD,nan,Sanctions guerre Ukraine,0275827,,OpenSanctions,poi
AYMERA FORWARD LTD,nan,Sanctions guerre Ukraine,0275141,,OpenSanctions,poi
STORMY LINE CORP,nan,Sanctions guerre Ukraine,0275623,,OpenSanctions,poi
MORVEX VENTURE LTD,nan,Sanctions guerre Ukraine,0192560,,OpenSanctions,poi
DAMAS WAVE SHIPPING CO,nan,Sanctions guerre Ukraine,6489322,,OpenSanctions,poi
CAELVORN ANCHORWORKS LTD,nan,Sanctions guerre Ukraine,0389848,,OpenSanctions,poi
GLOBAL SHIP MANAGEMENT LTD,nan,Sanctions guerre Ukraine,6069318,,OpenSanctions,poi
WAYFOX SERVICE CORP,nan,Sanctions guerre Ukraine,0275929,,OpenSanctions,poi
SPLENDID LEXY TRADING CO LTD,nan,Sanctions guerre Ukraine,0385978,,OpenSanctions,poi
FLUID SHIPPING LTD,nan,Sanctions guerre Ukraine,0386741,,OpenSanctions,poi
ASTON SHIPTRADE CORP,nan,Sanctions guerre Ukraine,6401547,,OpenSanctions,poi
CONGA SHIPPING CO,nan,Sanctions guerre Ukraine,6441511,,OpenSanctions,poi
VADIMOVICH SD,nan,Sanctions guerre Ukraine,5997971,,OpenSanctions,poi
SEA CHEETAH HOLDING A LTD,nan,Sanctions guerre Ukraine,0397525,,OpenSanctions,poi
TAFATAFA ENCLAVE LTD,nan,Sanctions guerre Ukraine,0194478,,OpenSanctions,poi
CAIRD SEAFARING LTD,nan,Sanctions guerre Ukraine,0036366,,OpenSanctions,poi
DRIMAS CHARTERING CO,nan,Sanctions guerre Ukraine,0318421,,OpenSanctions,poi
MORSKAYA ZVEZDA CO LTD,nan,Sanctions guerre Ukraine,5183450,,OpenSanctions,poi
MC FOR LLC,nan,Sanctions guerre Ukraine,6462089,,OpenSanctions,poi
IRONCLAD GROUP CO LTD,nan,Sanctions guerre Ukraine,0260802,,OpenSanctions,poi
VIREL MARITIME SERVICES & TRDG,nan,Sanctions guerre Ukraine,0254110,,OpenSanctions,poi
MARINSERVICE LLC,nan,Sanctions guerre Ukraine,5866467,,OpenSanctions,poi
ORCHID SHIPMANAGEMENT LLC-FZ,nan,Sanctions guerre Ukraine,0013015,,OpenSanctions,poi
SEA SWIFT CO LTD,nan,Sanctions guerre Ukraine,0152581,,OpenSanctions,poi
TRIPLE DISTILLED SHIP MANAGEMENT & OPERATION LLC,nan,Sanctions guerre Ukraine,0121363,,OpenSanctions,poi
SHIPPING F LLC,nan,Sanctions guerre Ukraine,5866538,,OpenSanctions,poi
ZODIAC MARITIME LLC,nan,Sanctions guerre Ukraine,6357923,,OpenSanctions,poi
TRANSNEFT SERVICE LLC,nan,Sanctions guerre Ukraine,5496202,,OpenSanctions,poi
PORT ECOSYSTEMS LLC,nan,Sanctions guerre Ukraine,5831538,,OpenSanctions,poi
SCADAR LLC,nan,Sanctions guerre Ukraine,5550101,,OpenSanctions,poi
QUEENSHIP LTD,nan,Sanctions guerre Ukraine,6492882,,OpenSanctions,poi
NURLIS STORMCORE LLC,nan,Sanctions guerre Ukraine,0289619,,OpenSanctions,poi
XANTIX VENTURE LTD,nan,Sanctions guerre Ukraine,0275901,,OpenSanctions,poi
ORRAVYN QUAY LTD,nan,Sanctions guerre Ukraine,0401815,,OpenSanctions,poi
VELLUM SKY LTD,nan,Sanctions guerre Ukraine,0258245,,OpenSanctions,poi
TRITON INC,nan,Sanctions guerre Ukraine,0115387,,OpenSanctions,poi
BROADWAY MARINE LTD,nan,Sanctions guerre Ukraine,6431991,,OpenSanctions,poi
USEFUL SUNBEAM LTD,nan,Sanctions guerre Ukraine,0126161,,OpenSanctions,poi
TOSEE BAZARGANI IRANIAN NOAVAR CO (LTD),nan,Sanctions guerre Ukraine,0124796,,OpenSanctions,poi
SALMI SHIPMANAGEMENT LLC,nan,Sanctions guerre Ukraine,6243522,,OpenSanctions,poi
ARYA SHIPPING SERVICES JAHAN NAGHSHE QESHM COMPANY PJSC,nan,Sanctions guerre Ukraine,6010958,,OpenSanctions,poi
SEAPACIFICK LTD,nan,Sanctions guerre Ukraine,0255285,,OpenSanctions,poi
ONROY INTERNATIONAL LTD,nan,Sanctions guerre Ukraine,0138937,,OpenSanctions,poi
HUASHAN SHIPPING LTD,nan,Sanctions guerre Ukraine,6488797,,OpenSanctions,poi
LEGACY MARINE LLC,nan,Sanctions guerre Ukraine,0244246,,OpenSanctions,poi
SEA FORTUNE SHIPPING LTD,nan,Sanctions guerre Ukraine,0370061,,OpenSanctions,poi
OCEAN STAR MARITIME VENTURES,nan,Sanctions guerre Ukraine,6495105,,OpenSanctions,poi
MORINAL FLEETWORKS LTD,nan,Sanctions guerre Ukraine,0401792,,OpenSanctions,poi
AGILITY SHIPPING LTD,nan,Sanctions guerre Ukraine,0113465,,OpenSanctions,poi
CAPITAL FLAT INTL TRADING,nan,Sanctions guerre Ukraine,0223917,,OpenSanctions,poi
DA LI HU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0137094,,OpenSanctions,poi
AJMERA SHIPPING LTD,nan,Sanctions guerre Ukraine,0267570,,OpenSanctions,poi
SIMONA MARINE SERVICES LTD,nan,Sanctions guerre Ukraine,0122622,,OpenSanctions,poi
NÑ BUNKERING CJSC,nan,Sanctions guerre Ukraine,5289348,,OpenSanctions,poi
SPRING MARINE MANAGEMENT SA,nan,Sanctions guerre Ukraine,5779291,,OpenSanctions,poi
NURON LTD,nan,Sanctions guerre Ukraine,0411105,,OpenSanctions,poi
MERENGUE SHIPPING CO,nan,Sanctions guerre Ukraine,6373999,,OpenSanctions,poi
OCEANFRONT MARITIME CO SA,nan,Sanctions guerre Ukraine,6328750,,OpenSanctions,poi
AM ASIA M5 LTD,nan,Sanctions guerre Ukraine,6187319,,OpenSanctions,poi
SEA GRACE SHIPPING LTD,nan,Sanctions guerre Ukraine,0370043,,OpenSanctions,poi
PERGAMON DENIZCILIK ISLETMELERI AS,nan,Sanctions guerre Ukraine,0286693,,OpenSanctions,poi
BLUE LAGOON COMMERCIAL ENT,nan,Sanctions guerre Ukraine,6381561,,OpenSanctions,poi
UNITED FUEL TRADING UFT PTE,nan,Sanctions guerre Ukraine,6413394,,OpenSanctions,poi
TANAMA LLC,nan,Sanctions guerre Ukraine,0298719,,OpenSanctions,poi
SEA 44 LEASING CO LTD,nan,Sanctions guerre Ukraine,6005189,,OpenSanctions,poi
RENATA SHIPPING LTD,nan,Sanctions guerre Ukraine,0138075,,OpenSanctions,poi
RENATA SHIP MANAGEMENT GEMI ISLETMECILIGI LTD STI,nan,Sanctions guerre Ukraine,0216858,,OpenSanctions,poi
AAI PRELUDE MARITIME LTD,nan,Sanctions guerre Ukraine,6352661,,OpenSanctions,poi
AAI GEMICILIK LTD STI,nan,Sanctions guerre Ukraine,6432411,,OpenSanctions,poi
LEDA NAVIGATION LTD,nan,Sanctions guerre Ukraine,6278099,,OpenSanctions,poi
VESTRA MARINE DOO,nan,Sanctions guerre Ukraine,6355153,,OpenSanctions,poi
MG SHIPPING 5 CO LTD,nan,Sanctions guerre Ukraine,6399271,,OpenSanctions,poi
SPRING MARINE DENIZCILIK VE TICARET LTD STI,nan,Sanctions guerre Ukraine,6081332,,OpenSanctions,poi
ALVION MARITIME LTD,nan,Sanctions guerre Ukraine,6351779,,OpenSanctions,poi
PALMALI SHIPPING & AGENCY (PALMALI GEMICILIK VE ACENTELIK AS),nan,Sanctions guerre Ukraine,4079336,,OpenSanctions,poi
JUPITER UNION SHIPPING LTD,nan,Sanctions guerre Ukraine,6404113,,OpenSanctions,poi
MCE KARGO-MAHMUT CAN EGERCI,nan,Sanctions guerre Ukraine,5462700,,OpenSanctions,poi
HORIZONS OF INNOVATION LLC,nan,Sanctions guerre Ukraine,0431774,,OpenSanctions,poi
HAVEN TRADING INC,nan,Sanctions guerre Ukraine,5446069,,OpenSanctions,poi
INSPIRATION SHIP MANAGEMENT LTD,nan,Sanctions guerre Ukraine,0154588,,OpenSanctions,poi
RIVIERA ENTERPRISES SA,nan,Sanctions guerre Ukraine,5679384,,OpenSanctions,poi
SOLIDANCHOR SHIPPING SA,nan,Sanctions guerre Ukraine,6466740,,OpenSanctions,poi
ARCTIC VOYAGER INC,nan,Sanctions guerre Ukraine,0109600,,OpenSanctions,poi
SAANVI SHIPPING INC,nan,Sanctions guerre Ukraine,6495017,,OpenSanctions,poi
STEADYBLUE SHIPPING SA,nan,Sanctions guerre Ukraine,6475164,,OpenSanctions,poi
AURYNE FLAGSHIP LTD,nan,Sanctions guerre Ukraine,0431726,,OpenSanctions,poi
RIOMAR FLEET MANAGERS CORP,nan,Sanctions guerre Ukraine,6404630,,OpenSanctions,poi
ADMIRAL SHIPPING & INTERNATIONAL TRADING INC,nan,Sanctions guerre Ukraine,5836278,,OpenSanctions,poi
ADMIRAL SHIPPING & TRADING CO LTD,nan,Sanctions guerre Ukraine,1496467,,OpenSanctions,poi
EFEM GEMI KIRALAMA VE DENIZCILIK TICARET LTD STI,nan,Sanctions guerre Ukraine,5730671,,OpenSanctions,poi
FORTUNA MARITIME CORP,nan,Sanctions guerre Ukraine,6378646,,OpenSanctions,poi
ALTAR SHIPPING & TRADING CO,nan,Sanctions guerre Ukraine,0432707,,OpenSanctions,poi
SILVERO SHIPPING LTD,nan,Sanctions guerre Ukraine,5957503,,OpenSanctions,poi
TULIPCO LTD,nan,Sanctions guerre Ukraine,0295864,,OpenSanctions,poi
AUBIN SHIPPING & TRADING CO,nan,Sanctions guerre Ukraine,6083170,,OpenSanctions,poi
GAS MARY INC,nan,Sanctions guerre Ukraine,6395794,,OpenSanctions,poi
LUNARYX STRAIT LTD,nan,Sanctions guerre Ukraine,0415964,,OpenSanctions,poi
AQUAATLAS VENTURES LTD,nan,Sanctions guerre Ukraine,0245108,,OpenSanctions,poi
HUANG QI HAI SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0137077,,OpenSanctions,poi
ZENVYRIX TIDEWORKS LTD,nan,Sanctions guerre Ukraine,0404298,,OpenSanctions,poi
ROD SHIPPING LTD,nan,Sanctions guerre Ukraine,6114491,,OpenSanctions,poi
ECLIPSE LIQUIDITY INC,nan,Sanctions guerre Ukraine,5558401,,OpenSanctions,poi
STEALTH MARITIME CORP SA,nan,Sanctions guerre Ukraine,1882951,,OpenSanctions,poi
JOYMAR EXPRESS LTD,nan,Sanctions guerre Ukraine,0192511,,OpenSanctions,poi
STAR MARINE MANAGEMENT INC,nan,Sanctions guerre Ukraine,1317884,,OpenSanctions,poi
CIMC ARIES LTD,nan,Sanctions guerre Ukraine,6340156,,OpenSanctions,poi
PT BUANA LINTAS LAUTAN TBK (BULL),nan,Sanctions guerre Ukraine,5230104,,OpenSanctions,poi
TANSLEY TRADING LTD,nan,Sanctions guerre Ukraine,5839873,,OpenSanctions,poi
EMPATI MARINE LTD,nan,Sanctions guerre Ukraine,6330795,,OpenSanctions,poi
ANLAN YUNDA SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0178257,,OpenSanctions,poi
GELIUS 1 SHIPPING CO LTD,nan,Sanctions guerre Ukraine,4128291,,OpenSanctions,poi
AVB SHIP MANAGEMENT GMBH & CO KG,nan,Sanctions guerre Ukraine,5759050,,OpenSanctions,poi
SARFO DENIZCILIK VE TICARET AS,nan,Sanctions guerre Ukraine,4233931,,OpenSanctions,poi
MARITIME OVERSEAS LTD,nan,Sanctions guerre Ukraine,6485007,,OpenSanctions,poi
SOGDIA WATERS LLC-FZ,nan,Sanctions guerre Ukraine,6485435,,OpenSanctions,poi
AEGEAN SUN SHIPPING CORP,nan,Sanctions guerre Ukraine,6242215,,OpenSanctions,poi
ROSTRUM HEDONIST LTD,nan,Sanctions guerre Ukraine,6451464,,OpenSanctions,poi
ASTOL SHIPPING & TRADING CO LTD,nan,Sanctions guerre Ukraine,5830849,,OpenSanctions,poi
MALDIA SHIPPING & TRADING CO LTD,nan,Sanctions guerre Ukraine,5892809,,OpenSanctions,poi
ALBROS SHIPPING & TRADING CO (ALBROS DENIZCILIK VE TICARET AS),nan,Sanctions guerre Ukraine,1959999,,OpenSanctions,poi
H VOGEMANN REEDEREI SERVICES GMBH & CO KG,nan,Sanctions guerre Ukraine,6242091,,OpenSanctions,poi
SYNECOBRIGHT LTD,nan,Sanctions guerre Ukraine,0109159,,OpenSanctions,poi
TIRYAKI DENIZCILIK HIZMETLERI TICARET AS,nan,Sanctions guerre Ukraine,4325940,,OpenSanctions,poi
NOVA GEMI ACENTELIGI VE DENIZCILIK LTD STI,nan,Sanctions guerre Ukraine,6099997,,OpenSanctions,poi
VALLEY OF ROSES SHIPPING LTD,nan,Sanctions guerre Ukraine,5752450,,OpenSanctions,poi
ALIADO LTD,nan,Sanctions guerre Ukraine,0110311,,OpenSanctions,poi
TAKOOR SHIP MANAGEMENT LLC,nan,Sanctions guerre Ukraine,6489910,,OpenSanctions,poi
CONCORD SHIPPING LTD,nan,Sanctions guerre Ukraine,5358209,,OpenSanctions,poi
HICAZ DENIZ TASIMACILIGI TICARET LTD STI,nan,Sanctions guerre Ukraine,5843681,,OpenSanctions,poi
SERENDIPITY SHIPPING & TRADING CO,nan,Sanctions guerre Ukraine,6083152,,OpenSanctions,poi
CLOUD NINE SHIPPING & TRADING CO,nan,Sanctions guerre Ukraine,6083166,,OpenSanctions,poi
AQUANEX SHIPPING LTD,nan,Sanctions guerre Ukraine,0168848,,OpenSanctions,poi
OCEANIC II MARITIME HK LTD,nan,Sanctions guerre Ukraine,6433043,,OpenSanctions,poi
CHRYSTAL SKY MARITIME LTD,nan,Sanctions guerre Ukraine,6362739,,OpenSanctions,poi
OCEAN DREAMS YACHTING SERVICES,nan,Sanctions guerre Ukraine,5924601,,OpenSanctions,poi
EXECUTIVE SHIP MANAGEMENT DMCC,nan,Sanctions guerre Ukraine,6511891,,OpenSanctions,poi
AVIRAN MARITIME SERVICES & TRADING LTD,nan,Sanctions guerre Ukraine,0313800,,OpenSanctions,poi
SYMPHONY SHIPOWNING SA,nan,Sanctions guerre Ukraine,0120643,,OpenSanctions,poi
RIVER SEA MANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,5374345,,OpenSanctions,poi
PLAZA MAYOR INTERNATIONAL GROUP LTD,nan,Sanctions guerre Ukraine,0275566,,OpenSanctions,poi
PETROKHLEB-KUBAN LLC,nan,Sanctions guerre Ukraine,6085145,,OpenSanctions,poi
GITAS GEMI VE DENIZCILIK AS,nan,Sanctions guerre Ukraine,6349870,,OpenSanctions,poi
SEALIFE DENIZCILIK LTD STI,nan,Sanctions guerre Ukraine,6003899,,OpenSanctions,poi
BLUELINE SHIPPING CO LTD,nan,Sanctions guerre Ukraine,5822194,,OpenSanctions,poi
BEACON BAY SHIPPING INC,nan,Sanctions guerre Ukraine,0165790,,OpenSanctions,poi
SAMSUN SHIPPING LTD,nan,Sanctions guerre Ukraine,6183293,,OpenSanctions,poi
STRATEGIC GRAIN MANAGEMENT LLC,nan,Sanctions guerre Ukraine,6422242,,OpenSanctions,poi
ECO SHIPING LLC,nan,Sanctions guerre Ukraine,5740580,,OpenSanctions,poi
SHD MARINE SHIPPING CO LTD,nan,Sanctions guerre Ukraine,6118269,,OpenSanctions,poi
ROMARINE EUROPE LTD,nan,Sanctions guerre Ukraine,5862583,,OpenSanctions,poi
NIKA SHIPPING LLC,nan,Sanctions guerre Ukraine,6399854,,OpenSanctions,poi
GREEN POLYMER PLAST LLC,nan,Sanctions guerre Ukraine,6425061,,OpenSanctions,poi
ERTUG MUHARREM EROL GEMI ISLET,nan,Sanctions guerre Ukraine,6177119,,OpenSanctions,poi
LUBOV MARITIME LTD,nan,Sanctions guerre Ukraine,6217296,,OpenSanctions,poi
AZOV-DON SHIPPING CO LLC,nan,Sanctions guerre Ukraine,6217282,,OpenSanctions,poi
AZOVO-DONSKAYA CO,nan,Sanctions guerre Ukraine,5551744,,OpenSanctions,poi
ASTON ENTERPRISE AGENCY LLC,nan,Sanctions guerre Ukraine,5486577,,OpenSanctions,poi
